1,Первый,0.0,0,"«Первый» - круглосуточный общероссийский телеканал, предлагающий большой выбор развлекательных, информационных, публицистических и познавательных передач, художественных и документальных фильмов, сериалов для самой широкой аудитории.",https://upload.wikimedia.org/wikipedia/commons/thumb/a/a7/1%D0%BA%D0%B0%D0%BD%D0%B0%D0%BB-5.svg/1200px-1%D0%BA%D0%B0%D0%BD%D0%B0%D0%BB-5.svg.png,https://limehd.tv/channel/1kanal,2023-12-16 14:43:21.913209,2023-12-16 14:43:21.913209
2,Россия 1,0.0,0,"«Россия 1» - круглосуточный общероссийский телеканал. Жанровую структуру вещания телеканала составляют информационные программы, многосерийные телефильмы и сериалы, телепублицистика, ток-шоу, телевикторины, комедийные и игровые форматы, полнометражные художественные и документальные фильмы, трансляции спортивных и общественно-политических событий, зрелищных мероприятий. Кинопоказ составляет около 35% от общего объема вещания канала. Помимо приобретения прав показа, телеканал ведет собственное производство телевизионных фильмов - полнометражных и многосерийных.",https://www.google.com/url?sa=i&url=https%3A%2F%2Fsdelanounas.ru%2Fblogs%2F27220%2F&psig=AOvVaw3Ea5pSk6SpfjdZmMsP1K14&ust=1702833446728000&source=images&cd=vfe&opi=89978449&ved=0CBEQjRxqFwoTCLCX95m7lIMDFQAAAAAdAAAAABAX,https://limehd.tv/channel/rossia1,2023-12-16 14:43:21.913209,2023-12-16 14:43:21.913209
3,Матч!,0.0,0,"""Матч!"" - общероссийский спортивный телеканал. Основной объем вещания ""Матч ТВ"" занимают трансляции соревнований по наиболее популярным видам спорта, также в эфире представлены информационно-аналитические программы, программы для молодежной и семейной аудитории, посвященные спортивной, активной и здоровой жизни.",https://cdn-assets.matchtv.ru/build/assets/images/icons/plugs/matchtv.6643d8b7.jpg,https://limehd.tv/channel/match,2023-12-16 14:43:21.913209,2023-12-16 14:43:21.913209
4,НТВ,0.0,0,"НТВ – федеральный круглосуточный телеканал. Основу эфира составляет широкая линейка контента, рассчитанная на разную аудиторию: новости и общественно-политические ток-шоу, сериалы и фильмы, развлекательные и познавательные программы, документальные и социальные проекты. Канал является производителем остросюжетных и драматических сериалов, востребованных в России и за рубежом.",https://upload.wikimedia.org/wikipedia/commons/thumb/1/1a/NTV_logo_2003.svg/1200px-NTV_logo_2003.svg.png,https://limehd.tv/channel/ntv,2023-12-16 14:43:21.913209,2023-12-16 14:43:21.913209
5,Пятый канал,0.0,0,"«Пятый канал» - федеральный канал с центром вещания в Санкт-Петербурге. Является преемником старейшего в России (СССР) ленинградского телевидения. В настоящее время канал ориентирован на широкую аудиторию, которой предлагаются как информационно-аналитические, так и развлекательные программы и шоу, документальные и художественные фильмы, сериалы.",https://yt3.googleusercontent.com/gMNxKZYaSHu4KrwnOZa4-fwZnHmSBgl6gC1XEojmPuQjUliIZ6M2H-cJcdKvYKHjIUeSVCVGug=s900-c-k-c0x00ffffff-no-rj,https://limehd.tv/channel/5kanal,2023-12-16 14:43:21.913209,2023-12-16 14:43:21.913209
6,Культура,0.0,0,"«Культура» - общероссийский государственный телеканал о культуре во всех ее аспектах. В эфире представлен широчайший спектр программ, посвященных различным направлениям культурной жизни – музыке, живописи, театру, литературе, кино и другим. Канал производит большое количество собственных программ и циклов, над которыми работают лучшие специалисты в тех или иных областях культуры. На канале отсутствует коммерческая телевизионная реклама.",https://yt3.googleusercontent.com/ytc/APkrFKY0c-ldomF-xOV6ugd9t8vRnWQm9oqpOQvs8Z6Y=s900-c-k-c0x00ffffff-no-rj,https://limehd.tv/channel/russiak,2023-12-16 14:43:21.913209,2023-12-16 14:43:21.913209
7,Карусель,0.0,0,"Общероссийский канал для детей и подростков, совместный продукт «Первого канала» и ВГТРК. В эфире представлены познавательные, обучающие, игровые программы, а также мультфильмы и телесериалы.",https://pyatero.ru/wp-content/uploads/2020/12/Dizajn-bez-nazvaniya-35-1156x650.png,https://limehd.tv/channel/karusel,2023-12-16 14:43:21.913209,2023-12-16 14:43:21.913209
8,ОТР,0.0,0,"""Общественное телевидение России"" (ОТР) — российский федеральный телеканал. Вещание канала строится преимущественно на прямом эфире и других формах активного взаимодействия с аудиторией. Значительное внимание в эфире уделено освещению жизни регионов. Основные форматы: новости, аналитические дискуссии, развивающие развлечения, качественные игровые, документальные и анимационные фильмы, просветительские программы.",https://fondpravmir.ru/wp-content/uploads/2022/03/tn_202015_72d4a8aa92721.jpg,https://limehd.tv/channel/otr,2023-12-16 14:43:21.913209,2023-12-16 14:43:21.913209
9,ТВ Центр,0.0,0,"Канал «ТВ Центр» освещает все многообразие духовной, интеллектуальной, социальной, научной, политической и финансово-экономической жизни Москвы; в то же время его программы адресованы населению всей России. Канал ориентируется на программы актуального звучания с акцентом на волнующие всех проблемы, взвешенную информацию, острую публицистику, качественную аналитику, разнообразное документальное и детское вещание, классику отечественного и зарубежного кино. Телеканал круглосуточно вещает на 83 региона России, страны СНГ и Балтии, Европы, США и другие страны.",https://yt3.ggpht.com/ytc/AKedOLSlirkYqEelzHB52g3vmDi2v_efyBeijCBNMYs_Tw=s900-c-k-c0x00ffffff-no-rj,https://limehd.tv/channel/tvc,2023-12-16 14:43:21.913209,2023-12-16 14:43:21.913209
10,РЕН ТВ,0.0,0,"РЕН ТВ – телеканал, предлагающий зрителям контент самых разных форматов. Это новости для молодых и современных зрителей, кассовые экшн-фильмы и сериалы, документальное кино и зрелищные рок-концерты.",https://avatars.dzeninfra.ru/get-zen_doc/3985649/pub_5f70f8ae63b25d04cd85bc86_5f70fce0fde6297ce3cdc6e6/scale_1200,https://limehd.tv/channel/rentv,2023-12-16 14:43:21.913209,2023-12-16 14:43:21.913209
11,Спас ТВ,0.0,0,"«Спас ТВ» - телеканал православной тематики. 60% процентов эфирного времени канала отведено общественному вещанию (документалистика, просветительские и образовательные программы), а остальные 40% составляет православная тематика. Значительный объем программ производится в собственной студии, в том числе и в прямом эфире.",https://bryansk-eparhia.ru/images/page6136/-.png,https://limehd.tv/channel/spas,2023-12-16 14:43:21.913209,2023-12-16 14:43:21.913209
12,СТС,0.0,0,"СТС - развлекательный канал классического типа. Основное время вещания занимают игры и викторины, комедийные сериалы, юмористические шоу, а также художественные фильмы.",https://pm1.aminoapps.com/8137/db93a78300f2ada8a5774b4f37ad46160cd13bddr1-900-900v2_hq.jpg,https://limehd.tv/channel/sts,2023-12-16 14:43:21.913209,2023-12-16 14:43:21.913209
13,Домашний,0.0,0,"«Домашний» - семейный телеканал, в эфире которого представлены программы соответствующей тематики: о кулинарии, ремонте и дизайне дома, медицине и здоровье, семейных проблемах и путях их решения, животных и путешествиях. Также в сетке вещания - добрые семейные фильмы и сериалы.",https://yt3.ggpht.com/a/AATXAJxPjnnrV8wpJt6Sc1-ob7wSyZ4ZollbTJ88yg=s800-c-k-c0xffffffff-no-rj-mo,https://limehd.tv/channel/domashniy,2023-12-16 14:43:21.913209,2023-12-16 14:43:21.913209
14,ТВ-3,0.0,0,"Канал ТВ-3 ориентирован на показ художественных, документальных фильмов и сериалов мистической, фантастической и приключенческой тематики.",https://adindex.ru/news/marketing/315518/img/76866.jpg,https://limehd.tv/channel/tv3,2023-12-16 14:43:21.913209,2023-12-16 14:43:21.913209
15,Пятница,0.0,0,"«Пятница» – развлекательный телеканал. Эфирное наполнение состоит из телесериалов, хитов мирового кинематографа, реалити-шоу, передач золотого фонда развлекательного ТВ, а также программ разнообразной тематики – от кухни, моды и здоровья до приключений, мистики и спорта.",https://ptzgovorit.ru/sites/default/files/original_nodes/friday_logo01_big_preview.png,https://limehd.tv/channel/pyatnica,2023-12-16 14:43:21.913209,2023-12-16 14:43:21.913209
16,Звезда,0.0,0,"«Звезда» - общественно-патриотический канал. Эфир состоит из трех основных направлений: новости, документалистика, кинопоказ. Основную часть вещания составляют информационные и аналитические передачи. Также в программной сетке присутствуют познавательные документальные фильмы и циклы собственного производства о знаменательных сражениях прошлого, великих полководцах, истории оружия и военной техники; художественные фильмы и сериалы из «золотого фонда» отечественного и зарубежного кино.",https://abrakadabra.fun/uploads/posts/2022-03/1646676062_21-abrakadabra-fun-p-zvezda-armiya-rossii-svetyashchayasya-48.png,https://limehd.tv/channel/zvezda,2023-12-16 14:43:21.913209,2023-12-16 14:43:21.913209
17,МИР,5.0,1,"Телеканал «МИР» знакомит зрителей с современной жизнью и историей стран постсоветского пространства, формирует культурные, социальные и экономические связи. Основу контента составляют информационно-аналитические, познавательные, развлекательные и публицистические программы, в том числе и для детей. Значительная часть эфира отведена художественным и многосерийным фильмам.

Канал транслируется в составе национальных мультиплексов цифрового эфирного вещания в Беларуси, Казахстане, Кыргызстане, Узбекистане. Кроме того, вещание телеканала «МИР» ведется на территории Азербайджана, Армении, Грузии, Молдавии, Таджикистана, Украины, Латвии, Литвы и Эстонии.",https://rbanews.ru/wp-content/uploads/Mir24_tv.png,https://limehd.tv/channel/mir,2023-12-16 14:43:21.913209,2023-12-16 18:33:47.040019
18,ТНТ,0.0,0,"ТНТ - федеральный канал развлекательной тематики. В сетке вещания представлены мультфильмы для детей разного возраста, юмористические шоу, комедийные сериалы, реалити-шоу, художественные фильмы.",https://pochemu-ne-rabotaet.ru/wp-content/uploads/2023/02/tnt.jpg,https://limehd.tv/channel/tnt,2023-12-16 14:43:21.913209,2023-12-16 14:43:21.913209
19,МУЗ-ТВ,0.0,0,"МУЗ-ТВ в классическом формате музыкального телеканала. В эфире - модная музыка и клипы, чарты и новости шоу-бизнеса.",https://telecomsky.ru/upload/iblock/740/2mbtizs5spgnj0yiv3xw4wkc4f19gjni.jpg,https://limehd.tv/channel/muztv,2023-12-16 14:43:21.913209,2023-12-16 14:43:21.913209
20,Че!,0.0,0,"«ЧЕ!» — развлекательный телеканал с сильным характером. В эфирной сетке телеканала реалити-расследования, развлекательные шоу, русские сериалы и зарубежные фильмы.",https://pp.userapi.com/c849224/v849224712/3f395/udhXGIM6AW4.jpg,https://limehd.tv/channel/che,2023-12-16 14:43:21.913209,2023-12-16 14:43:21.913209
21,ТНТ4,0.0,0,"ТНТ4 – федеральный развлекательный эфирный телеканал. Целевая аудитория – зрители в возрасте 14-44 лет. Контент телеканала составляют российские проекты – юмористические программы: классика Comedy Club и Comedy Woman, «Наша Russia», ComedyБаттл, «Не спать!», ситкомы, собственные проекты от ведущих компаний-производителей.",https://free-png.ru/wp-content/uploads/2020/09/Logotip-TNT4-01-01.png,https://limehd.tv/channel/tnt4,2023-12-16 14:43:21.913209,2023-12-16 14:43:21.913209
22,Ю,0.0,0,"«Ю» - развлекательный эфирный телеканал. Вещание канала охватывает всю территорию России. Эфирная сетка канала включает социальные реалити о семейных отношениях и счастье, о воспитании детей и здоровье, а также кулинарные шоу, культовые сериалы, мировые кинохиты и актуальные новости обо всем, что интересно женщинам и их семьям.",https://mupkaskad.ru/upload/medialibrary/56f/56fbd6676ba51439d9a0e095e9c9747c.jpg,https://www.u-tv.ru/online/,2023-12-16 14:43:21.913209,2023-12-16 14:43:21.913209
23,2x2,0.0,0,«2x2» - канал мультфильмов для детей и взрослых. В эфире представлены все возможные анимационные жанры – от классики вроде «Симпсонов» до концептуальных мультфильмов «не для всех».,https://s0.rbk.ru/v6_top_pics/media/img/2/50/754598820819502.jpeg,https://limehd.tv/channel/2x2,2023-12-16 14:43:21.913209,2023-12-16 14:43:21.913209
